로트번호,시각,설비호기,교대조,건조_ZONE1_TEMP,건조_ZONE2_TEMP,프레스_1호기_압력,코팅_로딩_mg_cm2,전극_밀도,화성_3단계_CV_전압,NMP_투입비,에이징_시간_h,판정
LOT-2026-1211,2026-08-04 05:03:00,2호기,야간,132.2,118.1,1515.0,21.34,3.437,4.193,0.432,24.3,양품
LOT-2026-1211,2026-08-04 05:06:00,3호기,야간,131.1,114.0,1383.0,20.62,3.545,4.193,0.438,24.7,양품
LOT-2026-1211,2026-08-04 05:09:00,4호기,야간,135.0,119.2,1422.0,21.66,3.498,4.185,0.394,23.9,양품
LOT-2026-1211,2026-08-04 05:12:00,1호기,야간,136.5,118.0,1436.0,20.72,3.486,4.183,0.387,36.9,양품
LOT-2026-1211,2026-08-04 05:15:00,2호기,야간,135.4,118.3,1487.0,19.85,3.415,4.201,0.385,24.0,불량
LOT-2026-1211,2026-08-04 05:18:00,3호기,야간,133.0,119.7,1445.0,19.8,3.532,4.179,0.453,48.5,불량
LOT-2026-1211,2026-08-04 05:21:00,4호기,야간,129.5,118.9,1443.0,20.86,3.424,4.186,0.417,23.2,양품
LOT-2026-1211,2026-08-04 05:24:00,1호기,야간,133.4,120.9,1482.0,20.53,3.502,4.197,0.41,48.3,양품
LOT-2026-1211,2026-08-04 05:27:00,2호기,야간,130.3,120.1,1362.0,20.9,3.512,4.191,0.442,36.0,양품
LOT-2026-1211,2026-08-04 05:30:00,3호기,야간,130.5,109.6,1497.0,20.87,3.478,4.19,0.421,35.3,양품
LOT-2026-1211,2026-08-04 05:33:00,4호기,야간,130.5,115.5,1453.0,21.84,3.445,4.2,0.449,36.7,양품
LOT-2026-1211,2026-08-04 05:36:00,1호기,야간,132.4,117.0,1450.0,21.45,3.461,4.194,0.407,48.6,양품
LOT-2026-1211,2026-08-04 05:39:00,2호기,야간,132.6,115.6,1398.0,19.28,3.424,4.183,0.414,24.5,불량
LOT-2026-1211,2026-08-04 05:42:00,3호기,야간,130.4,115.9,1407.0,21.78,3.421,4.184,0.445,36.3,양품
LOT-2026-1211,2026-08-04 05:45:00,4호기,야간,132.2,121.4,1355.0,20.16,3.484,4.191,0.383,24.1,양품
LOT-2026-1211,2026-08-04 05:48:00,1호기,야간,130.2,115.1,1487.0,21.72,3.462,4.207,0.431,35.8,양품
LOT-2026-1211,2026-08-04 05:51:00,2호기,야간,132.5,115.2,1518.0,20.73,3.466,4.189,0.425,24.5,양품
LOT-2026-1211,2026-08-04 05:54:00,3호기,야간,131.5,116.9,1509.0,20.84,3.479,4.195,0.44,48.6,양품
LOT-2026-1211,2026-08-04 05:57:00,4호기,야간,131.7,117.3,1416.0,20.75,3.481,4.188,0.445,23.6,양품
LOT-2026-1212,2026-08-04 06:00:00,1호기,주간,132.7,118.0,1430.0,21.0,3.46,4.194,0.425,24.7,양품
LOT-2026-1212,2026-08-04 06:03:00,2호기,주간,131.1,120.0,1574.0,20.79,3.515,4.188,0.428,47.5,양품
LOT-2026-1212,2026-08-04 06:06:00,3호기,주간,130.9,116.2,1295.0,20.96,3.396,4.173,0.443,36.0,양품
LOT-2026-1212,2026-08-04 06:09:00,4호기,주간,132.8,118.2,1418.0,20.23,3.473,4.196,0.433,48.1,양품
LOT-2026-1212,2026-08-04 06:12:00,1호기,주간,130.8,118.6,1428.0,22.23,3.5,4.204,0.464,24.2,양품
LOT-2026-1212,2026-08-04 06:15:00,2호기,주간,130.3,121.3,1452.0,21.23,3.515,4.183,0.435,24.3,양품
LOT-2026-1212,2026-08-04 06:18:00,3호기,주간,133.1,115.1,1430.0,21.95,3.498,4.187,0.428,23.9,양품
LOT-2026-1212,2026-08-04 06:21:00,4호기,주간,129.1,117.1,1429.0,21.38,3.454,4.193,0.417,35.2,양품
LOT-2026-1212,2026-08-04 06:24:00,1호기,주간,131.5,114.6,1453.0,21.32,3.407,4.194,0.411,24.7,양품
LOT-2026-1212,2026-08-04 06:27:00,2호기,주간,131.6,118.2,1442.0,20.54,3.485,4.182,0.435,23.5,양품
LOT-2026-1212,2026-08-04 06:30:00,3호기,주간,131.9,115.7,1458.0,21.29,3.442,4.181,0.418,35.8,양품
LOT-2026-1212,2026-08-04 06:33:00,4호기,주간,133.0,115.0,1394.0,20.67,3.487,4.192,0.401,35.6,양품
LOT-2026-1212,2026-08-04 06:36:00,1호기,주간,132.6,118.2,1377.0,20.98,3.495,4.177,0.447,35.6,양품
LOT-2026-1212,2026-08-04 06:39:00,2호기,주간,131.7,115.6,1420.0,21.28,3.486,4.187,0.441,23.9,양품
LOT-2026-1212,2026-08-04 06:42:00,3호기,주간,131.3,117.6,1414.0,21.1,3.52,4.18,0.442,36.0,불량
LOT-2026-1212,2026-08-04 06:45:00,4호기,주간,130.4,119.3,1511.0,20.86,3.471,4.206,0.407,24.4,양품
LOT-2026-1212,2026-08-04 06:48:00,1호기,주간,132.3,121.2,1372.0,21.29,3.463,4.188,0.414,35.9,양품
LOT-2026-1212,2026-08-04 06:51:00,2호기,주간,133.4,118.5,1462.0,21.18,3.491,4.185,0.417,48.1,양품
LOT-2026-1212,2026-08-04 06:54:00,3호기,주간,130.8,120.2,1451.0,21.64,3.537,4.186,0.407,24.0,양품
LOT-2026-1212,2026-08-04 06:57:00,4호기,주간,130.2,112.5,1507.0,21.27,3.428,4.17,0.422,48.2,양품
LOT-2026-1212,2026-08-04 07:00:00,1호기,주간,130.8,116.9,1438.0,20.83,3.492,4.185,0.425,47.6,양품
LOT-2026-1212,2026-08-04 07:03:00,2호기,주간,131.8,119.0,1409.0,21.97,3.488,4.197,0.444,24.5,양품
LOT-2026-1212,2026-08-04 07:06:00,3호기,주간,133.0,121.1,1468.0,21.15,3.472,4.195,0.41,36.1,양품
LOT-2026-1212,2026-08-04 07:09:00,4호기,주간,130.2,120.0,1416.0,21.44,3.478,4.19,0.417,36.6,양품
LOT-2026-1212,2026-08-04 07:12:00,1호기,주간,131.8,114.2,1422.0,20.89,3.537,4.193,0.431,36.8,양품
LOT-2026-1212,2026-08-04 07:15:00,2호기,주간,132.1,120.8,1415.0,21.03,3.464,4.187,0.41,35.4,양품
LOT-2026-1212,2026-08-04 07:18:00,3호기,주간,130.4,116.7,1409.0,20.86,3.46,4.2,0.455,36.0,양품
LOT-2026-1212,2026-08-04 07:21:00,4호기,주간,132.0,115.1,1485.0,22.64,3.555,4.197,0.413,35.9,불량
LOT-2026-1212,2026-08-04 07:24:00,1호기,주간,136.2,121.5,1430.0,20.94,3.45,4.185,0.431,23.5,양품
LOT-2026-1212,2026-08-04 07:27:00,2호기,주간,130.8,119.6,1384.0,20.9,3.487,4.182,0.389,24.2,양품
LOT-2026-1212,2026-08-04 07:30:00,3호기,주간,129.4,116.6,1569.0,21.31,3.443,4.193,0.441,24.3,양품
LOT-2026-1212,2026-08-04 07:33:00,4호기,주간,130.1,117.8,1418.0,21.32,3.504,4.189,0.418,23.8,양품
LOT-2026-1212,2026-08-04 07:36:00,1호기,주간,130.6,119.9,1367.0,20.43,3.524,4.199,0.413,24.8,양품
LOT-2026-1212,2026-08-04 07:39:00,2호기,주간,130.1,118.2,1453.0,22.32,3.395,4.194,0.42,47.7,불량
LOT-2026-1212,2026-08-04 07:42:00,3호기,주간,131.4,115.2,1544.0,20.94,3.509,4.187,0.429,24.4,양품
LOT-2026-1212,2026-08-04 07:45:00,4호기,주간,133.9,116.6,1433.0,20.98,3.476,4.174,0.432,23.8,양품
LOT-2026-1212,2026-08-04 07:48:00,1호기,주간,129.6,118.6,1380.0,20.53,3.455,4.186,0.412,24.3,양품
LOT-2026-1212,2026-08-04 07:51:00,2호기,주간,128.7,116.2,1444.0,21.98,3.51,4.183,0.417,24.6,양품
LOT-2026-1212,2026-08-04 07:54:00,3호기,주간,135.7,115.1,1366.0,21.32,3.498,4.19,0.452,23.0,양품
LOT-2026-1212,2026-08-04 07:57:00,4호기,주간,130.7,118.6,1514.0,21.0,3.509,4.185,0.422,23.5,양품
LOT-2026-1213,2026-08-04 08:00:00,1호기,주간,132.3,119.0,1359.0,21.77,3.391,4.189,0.429,35.9,양품
LOT-2026-1213,2026-08-04 08:03:00,2호기,주간,133.1,118.5,1478.0,21.5,3.512,4.187,0.438,24.2,양품
LOT-2026-1213,2026-08-04 08:06:00,3호기,주간,128.7,119.2,1385.0,21.59,3.433,4.206,0.427,35.9,양품
LOT-2026-1213,2026-08-04 08:09:00,4호기,주간,133.1,120.3,1429.0,21.85,3.447,4.191,0.427,35.7,양품
LOT-2026-1213,2026-08-04 08:12:00,1호기,주간,131.3,116.0,1387.0,22.34,3.475,4.185,0.427,35.9,양품
LOT-2026-1213,2026-08-04 08:15:00,2호기,주간,128.2,118.0,1480.0,22.3,3.576,4.191,0.421,47.7,불량
LOT-2026-1213,2026-08-04 08:18:00,3호기,주간,130.5,120.2,1408.0,22.37,3.538,4.179,0.438,36.4,불량
LOT-2026-1213,2026-08-04 08:21:00,4호기,주간,132.4,118.2,1424.0,21.47,3.468,4.178,0.42,24.1,양품
LOT-2026-1213,2026-08-04 08:24:00,1호기,주간,133.2,117.8,1458.0,21.54,3.535,4.185,0.44,48.3,양품
LOT-2026-1213,2026-08-04 08:27:00,2호기,주간,134.1,118.7,1423.0,22.5,3.506,4.177,0.417,35.9,불량
LOT-2026-1213,2026-08-04 08:30:00,3호기,주간,130.0,117.7,1451.0,22.38,3.503,4.19,0.447,48.5,양품
LOT-2026-1213,2026-08-04 08:33:00,4호기,주간,131.9,118.0,1308.0,21.36,3.46,4.198,0.45,47.8,양품
LOT-2026-1213,2026-08-04 08:36:00,1호기,주간,127.9,116.6,1427.0,22.48,3.511,4.196,0.413,36.1,불량
LOT-2026-1213,2026-08-04 08:39:00,2호기,주간,129.8,119.5,1466.0,21.29,3.522,4.178,0.414,24.2,양품
LOT-2026-1213,2026-08-04 08:42:00,3호기,주간,130.8,117.8,1404.0,22.35,3.517,4.197,0.45,23.7,불량
LOT-2026-1213,2026-08-04 08:45:00,4호기,주간,132.6,122.6,1409.0,20.6,3.578,4.188,0.424,23.8,불량
LOT-2026-1213,2026-08-04 08:48:00,1호기,주간,133.6,116.4,1352.0,21.55,3.416,4.19,0.418,47.4,양품
LOT-2026-1213,2026-08-04 08:51:00,2호기,주간,132.6,117.1,1482.0,22.29,3.445,4.198,0.43,23.5,양품
LOT-2026-1213,2026-08-04 08:54:00,3호기,주간,130.1,121.6,1578.0,21.69,3.513,4.178,0.422,24.7,양품
LOT-2026-1213,2026-08-04 08:57:00,4호기,주간,130.9,120.1,1488.0,21.97,3.521,4.2,0.423,24.3,양품
LOT-2026-1213,2026-08-04 09:00:00,1호기,주간,132.4,122.8,1447.0,21.17,3.516,4.198,0.425,23.7,양품
LOT-2026-1213,2026-08-04 09:03:00,2호기,주간,129.6,117.3,1397.0,20.66,3.545,4.188,0.427,23.5,양품
LOT-2026-1213,2026-08-04 09:06:00,3호기,주간,131.3,120.2,1393.0,21.24,3.49,4.192,0.426,36.3,양품
LOT-2026-1213,2026-08-04 09:09:00,4호기,주간,132.2,116.4,1493.0,22.44,3.442,4.178,0.464,23.9,불량
LOT-2026-1213,2026-08-04 09:12:00,1호기,주간,132.5,119.3,1516.0,22.74,3.546,4.177,0.42,48.3,불량
LOT-2026-1213,2026-08-04 09:15:00,2호기,주간,128.9,116.3,1447.0,22.04,3.5,4.167,0.418,24.6,양품
LOT-2026-1213,2026-08-04 09:18:00,3호기,주간,130.5,117.7,1495.0,21.66,3.471,4.179,0.412,36.1,양품
LOT-2026-1213,2026-08-04 09:21:00,4호기,주간,133.9,116.5,1550.0,21.71,3.465,4.186,0.411,23.8,양품
LOT-2026-1213,2026-08-04 09:24:00,1호기,주간,131.8,115.6,1502.0,21.92,3.473,4.204,0.452,36.3,양품
LOT-2026-1213,2026-08-04 09:27:00,2호기,주간,132.7,117.7,1439.0,20.85,3.502,4.195,0.416,47.6,양품
LOT-2026-1213,2026-08-04 09:30:00,3호기,주간,131.2,116.7,1455.0,21.7,3.442,4.182,0.427,23.9,양품
LOT-2026-1213,2026-08-04 09:33:00,4호기,주간,132.0,117.5,1436.0,21.01,3.502,4.187,0.437,24.2,양품
LOT-2026-1213,2026-08-04 09:36:00,1호기,주간,132.0,121.3,1482.0,21.57,3.453,4.19,0.414,23.9,양품
LOT-2026-1213,2026-08-04 09:39:00,2호기,주간,134.6,119.7,1458.0,21.36,3.559,4.188,0.438,35.5,양품
LOT-2026-1213,2026-08-04 09:42:00,3호기,주간,131.7,117.7,1362.0,21.52,3.484,4.189,0.456,47.8,양품
LOT-2026-1213,2026-08-04 09:45:00,4호기,주간,131.0,118.4,1403.0,22.34,3.48,4.204,0.415,36.1,양품
LOT-2026-1213,2026-08-04 09:48:00,1호기,주간,134.1,118.7,1403.0,22.08,3.561,4.182,0.433,23.7,불량
LOT-2026-1213,2026-08-04 09:51:00,2호기,주간,132.6,120.2,1533.0,22.34,3.511,4.192,0.383,36.3,양품
LOT-2026-1213,2026-08-04 09:54:00,3호기,주간,133.4,121.2,1552.0,21.53,3.466,4.218,0.433,36.2,양품
LOT-2026-1213,2026-08-04 09:57:00,4호기,주간,129.2,119.1,1353.0,21.35,3.46,4.197,0.39,48.5,양품
LOT-2026-1214,2026-08-04 10:00:00,1호기,주간,135.0,119.2,1464.0,22.65,3.504,4.173,0.399,25.0,불량
LOT-2026-1214,2026-08-04 10:03:00,2호기,주간,134.6,119.7,1390.0,21.25,3.542,4.184,0.382,47.4,양품
LOT-2026-1214,2026-08-04 10:06:00,3호기,주간,128.7,117.6,1459.0,21.73,3.538,4.186,0.461,24.3,양품
LOT-2026-1214,2026-08-04 10:09:00,4호기,주간,128.7,115.3,1490.0,21.88,3.502,4.204,0.408,48.5,양품
LOT-2026-1214,2026-08-04 10:12:00,1호기,주간,131.8,122.0,1446.0,21.85,3.468,4.186,0.431,47.7,양품
LOT-2026-1214,2026-08-04 10:15:00,2호기,주간,132.6,120.2,1356.0,20.52,3.509,4.189,0.425,23.9,불량
LOT-2026-1214,2026-08-04 10:18:00,3호기,주간,134.0,119.2,1410.0,22.69,3.435,4.185,0.427,23.2,불량
LOT-2026-1214,2026-08-04 10:21:00,4호기,주간,131.2,117.3,1455.0,22.1,3.454,4.196,0.412,36.3,양품
LOT-2026-1214,2026-08-04 10:24:00,1호기,주간,131.4,119.5,1441.0,21.89,3.51,4.198,0.407,36.1,양품
LOT-2026-1214,2026-08-04 10:27:00,2호기,주간,132.8,120.1,1394.0,22.5,3.45,4.183,0.444,24.1,불량
LOT-2026-1214,2026-08-04 10:30:00,3호기,주간,133.4,120.7,1560.0,21.86,3.503,4.192,0.444,47.7,양품
LOT-2026-1214,2026-08-04 10:33:00,4호기,주간,131.8,121.4,1517.0,21.88,3.506,4.185,0.4,23.7,양품
LOT-2026-1214,2026-08-04 10:36:00,1호기,주간,131.8,118.7,1399.0,21.53,3.47,4.184,0.409,48.0,양품
LOT-2026-1214,2026-08-04 10:39:00,2호기,주간,133.0,120.0,1403.0,21.69,3.486,4.196,0.392,36.2,양품
LOT-2026-1214,2026-08-04 10:42:00,3호기,주간,131.8,115.0,1553.0,22.27,3.421,4.182,0.392,36.4,불량
LOT-2026-1214,2026-08-04 10:45:00,4호기,주간,133.8,122.7,1342.0,21.68,3.517,4.196,0.4,35.7,양품
LOT-2026-1214,2026-08-04 10:48:00,1호기,주간,130.3,119.1,1479.0,22.28,3.481,4.19,0.412,48.4,양품
LOT-2026-1214,2026-08-04 10:51:00,2호기,주간,133.5,119.8,1496.0,22.79,3.427,4.201,0.406,23.4,불량
LOT-2026-1214,2026-08-04 10:54:00,3호기,주간,130.6,118.9,1476.0,21.42,3.443,4.194,0.455,36.0,양품
LOT-2026-1214,2026-08-04 10:57:00,4호기,주간,131.6,117.3,1491.0,21.98,3.479,4.2,0.439,47.8,양품
LOT-2026-1214,2026-08-04 11:00:00,1호기,주간,134.1,118.7,1468.0,22.15,3.515,4.189,0.408,24.5,양품
LOT-2026-1214,2026-08-04 11:03:00,2호기,주간,128.6,117.9,1441.0,22.25,3.423,4.172,0.435,47.6,불량
LOT-2026-1214,2026-08-04 11:06:00,3호기,주간,134.9,120.7,1473.0,21.74,3.505,4.178,0.458,24.2,양품
LOT-2026-1214,2026-08-04 11:09:00,4호기,주간,132.9,118.6,1498.0,21.56,3.546,4.186,0.399,47.5,양품
LOT-2026-1214,2026-08-04 11:12:00,1호기,주간,130.1,117.0,1419.0,20.74,3.5,4.171,0.417,47.3,양품
LOT-2026-1214,2026-08-04 11:15:00,2호기,주간,130.2,115.3,1477.0,22.33,3.544,4.182,0.403,36.2,불량
LOT-2026-1214,2026-08-04 11:18:00,3호기,주간,128.9,118.9,1388.0,20.88,3.483,4.209,0.44,23.9,양품
LOT-2026-1214,2026-08-04 11:21:00,4호기,주간,130.9,119.0,1442.0,22.52,3.51,4.196,0.395,36.2,불량
LOT-2026-1214,2026-08-04 11:24:00,1호기,주간,133.6,118.8,1482.0,20.91,3.496,4.195,0.453,24.4,양품
LOT-2026-1214,2026-08-04 11:27:00,2호기,주간,133.5,118.2,1355.0,21.6,3.481,4.186,0.371,35.9,양품
LOT-2026-1214,2026-08-04 11:30:00,3호기,주간,130.1,118.6,1361.0,21.88,3.52,4.193,0.4,24.1,양품
LOT-2026-1214,2026-08-04 11:33:00,4호기,주간,133.2,117.1,1372.0,22.25,3.588,4.185,0.431,23.6,불량
LOT-2026-1214,2026-08-04 11:36:00,1호기,주간,134.6,117.9,1473.0,21.76,3.488,4.186,0.42,24.3,양품
LOT-2026-1214,2026-08-04 11:39:00,2호기,주간,130.5,119.7,1466.0,21.96,3.43,4.203,0.409,23.9,양품
LOT-2026-1214,2026-08-04 11:42:00,3호기,주간,133.7,118.4,1579.0,21.63,3.587,4.182,0.399,24.7,양품
LOT-2026-1214,2026-08-04 11:45:00,4호기,주간,131.3,118.8,1474.0,21.77,3.435,4.181,0.454,35.3,양품
LOT-2026-1214,2026-08-04 11:48:00,1호기,주간,133.0,117.8,1375.0,22.26,3.543,4.203,0.44,23.2,불량
LOT-2026-1214,2026-08-04 11:51:00,2호기,주간,132.9,117.4,1377.0,21.82,3.497,4.188,0.413,48.4,양품
LOT-2026-1214,2026-08-04 11:54:00,3호기,주간,133.2,116.9,1378.0,22.41,3.521,4.209,0.428,24.0,불량
LOT-2026-1214,2026-08-04 11:57:00,4호기,주간,130.2,118.1,1454.0,22.56,3.406,4.195,0.417,35.9,불량
LOT-2026-1215,2026-08-04 12:00:00,1호기,주간,131.1,118.3,1569.0,19.99,3.477,4.187,0.457,24.4,불량
LOT-2026-1215,2026-08-04 12:03:00,2호기,주간,132.5,118.1,1521.0,20.52,3.432,4.182,0.423,23.8,불량
LOT-2026-1215,2026-08-04 12:06:00,3호기,주간,130.8,117.7,1409.0,20.41,3.459,4.187,0.448,48.4,양품
LOT-2026-1215,2026-08-04 12:09:00,4호기,주간,136.0,120.8,1355.0,21.12,3.431,4.194,0.44,36.7,양품
LOT-2026-1215,2026-08-04 12:12:00,1호기,주간,136.4,119.6,1477.0,20.15,3.564,4.17,0.438,35.5,불량
LOT-2026-1215,2026-08-04 12:15:00,2호기,주간,132.3,121.0,1494.0,20.71,3.458,4.196,0.417,35.9,양품
LOT-2026-1215,2026-08-04 12:18:00,3호기,주간,134.1,119.6,1417.0,21.03,3.49,4.192,0.424,24.0,양품
LOT-2026-1215,2026-08-04 12:21:00,4호기,주간,130.2,117.6,1502.0,21.56,3.476,4.184,0.447,23.9,양품
LOT-2026-1215,2026-08-04 12:24:00,1호기,주간,129.8,117.0,1418.0,21.42,3.465,4.203,0.405,24.6,양품
LOT-2026-1215,2026-08-04 12:27:00,2호기,주간,132.7,118.2,1329.0,21.79,3.486,4.195,0.442,48.3,양품
LOT-2026-1215,2026-08-04 12:30:00,3호기,주간,134.3,118.7,1435.0,20.96,3.475,4.198,0.42,47.9,양품
LOT-2026-1215,2026-08-04 12:33:00,4호기,주간,130.7,121.9,1507.0,21.25,3.492,4.19,0.417,23.4,양품
LOT-2026-1215,2026-08-04 12:36:00,1호기,주간,131.2,114.8,1545.0,21.2,3.498,4.195,0.45,24.0,양품
LOT-2026-1215,2026-08-04 12:39:00,2호기,주간,129.8,114.9,1458.0,21.65,3.467,4.174,0.416,48.0,양품
LOT-2026-1215,2026-08-04 12:42:00,3호기,주간,130.3,125.3,1353.0,19.55,3.454,4.191,0.436,35.6,불량
LOT-2026-1215,2026-08-04 12:45:00,4호기,주간,132.4,120.8,1439.0,19.76,3.452,4.187,0.402,23.8,불량
LOT-2026-1215,2026-08-04 12:48:00,1호기,주간,135.0,122.2,1500.0,21.05,3.495,4.196,0.411,23.9,양품
LOT-2026-1215,2026-08-04 12:51:00,2호기,주간,132.1,122.0,1442.0,20.07,3.459,4.201,0.401,48.6,불량
LOT-2026-1215,2026-08-04 12:54:00,3호기,주간,133.1,116.4,1598.0,21.01,3.487,4.19,0.439,48.2,양품
LOT-2026-1215,2026-08-04 12:57:00,4호기,주간,133.8,118.7,1463.0,21.44,3.469,4.195,0.446,47.3,양품
LOT-2026-1215,2026-08-04 13:00:00,1호기,주간,132.4,118.2,1463.0,21.0,3.435,4.205,0.434,48.0,양품
LOT-2026-1215,2026-08-04 13:03:00,2호기,주간,132.3,124.5,1476.0,20.16,3.46,4.185,0.384,36.5,양품
LOT-2026-1215,2026-08-04 13:06:00,3호기,주간,132.8,117.2,1426.0,21.56,3.548,4.191,0.385,24.6,양품
LOT-2026-1215,2026-08-04 13:09:00,4호기,주간,132.8,116.9,1467.0,21.32,3.497,4.203,0.398,24.5,양품
LOT-2026-1215,2026-08-04 13:12:00,1호기,주간,132.4,117.2,1339.0,20.57,3.47,4.184,0.442,47.9,양품
LOT-2026-1215,2026-08-04 13:15:00,2호기,주간,127.9,121.4,1441.0,21.65,3.529,4.194,0.408,24.6,불량
LOT-2026-1215,2026-08-04 13:18:00,3호기,주간,132.7,117.6,1578.0,20.64,3.427,4.174,0.407,24.6,양품
LOT-2026-1215,2026-08-04 13:21:00,4호기,주간,129.2,117.6,1399.0,19.74,3.471,4.197,0.437,24.0,불량
LOT-2026-1215,2026-08-04 13:24:00,1호기,주간,132.6,120.2,1365.0,21.05,3.518,4.177,0.396,23.6,양품
LOT-2026-1215,2026-08-04 13:27:00,2호기,주간,129.5,118.5,1462.0,20.19,3.506,4.19,0.432,47.6,불량
LOT-2026-1215,2026-08-04 13:30:00,3호기,주간,133.4,116.6,1524.0,21.07,3.505,4.186,0.429,24.0,양품
LOT-2026-1215,2026-08-04 13:33:00,4호기,주간,132.6,116.6,1422.0,21.17,3.528,4.189,0.424,36.0,양품
LOT-2026-1215,2026-08-04 13:36:00,1호기,주간,132.5,117.7,1523.0,21.11,3.431,4.188,0.458,24.8,불량
LOT-2026-1215,2026-08-04 13:39:00,2호기,주간,131.1,117.6,1448.0,21.48,3.417,4.191,0.405,48.2,양품
LOT-2026-1215,2026-08-04 13:42:00,3호기,주간,129.8,119.2,1396.0,20.88,3.536,4.177,0.423,23.8,양품
LOT-2026-1215,2026-08-04 13:45:00,4호기,주간,136.4,117.0,1347.0,21.07,3.518,4.184,0.445,36.7,양품
LOT-2026-1215,2026-08-04 13:48:00,1호기,주간,129.4,117.7,1531.0,21.49,3.467,4.187,0.435,36.8,양품
LOT-2026-1215,2026-08-04 13:51:00,2호기,주간,131.2,124.7,1438.0,21.15,3.552,4.178,0.434,48.0,양품
LOT-2026-1215,2026-08-04 13:54:00,3호기,주간,134.7,119.5,1517.0,21.25,3.486,4.188,0.408,47.7,양품
LOT-2026-1215,2026-08-04 13:57:00,4호기,주간,128.1,117.7,1455.0,19.98,3.519,4.192,0.389,24.5,불량
LOT-2026-1216,2026-08-04 14:00:00,1호기,주간,131.8,120.0,1393.0,21.05,3.482,4.184,0.439,48.0,양품
LOT-2026-1216,2026-08-04 14:03:00,2호기,주간,131.5,118.2,1462.0,20.25,3.492,4.196,0.424,35.5,양품
LOT-2026-1216,2026-08-04 14:06:00,3호기,주간,131.5,116.2,1454.0,20.44,3.5,4.187,0.426,23.8,양품
LOT-2026-1216,2026-08-04 14:09:00,4호기,주간,131.5,119.0,1428.0,20.49,3.478,4.199,0.395,36.4,양품
LOT-2026-1216,2026-08-04 14:12:00,1호기,주간,132.0,113.5,1450.0,21.09,3.477,4.181,0.428,23.9,양품
LOT-2026-1216,2026-08-04 14:15:00,2호기,주간,129.8,115.5,1412.0,21.09,3.449,4.188,0.428,47.9,양품
LOT-2026-1216,2026-08-04 14:18:00,3호기,주간,131.7,117.3,1474.0,21.36,3.419,4.196,0.43,23.9,양품
LOT-2026-1216,2026-08-04 14:21:00,4호기,주간,132.1,116.8,1463.0,20.34,3.481,4.187,0.425,23.6,양품
LOT-2026-1216,2026-08-04 14:24:00,1호기,주간,133.6,119.5,1468.0,20.55,3.477,4.199,0.424,47.8,양품
LOT-2026-1216,2026-08-04 14:27:00,2호기,주간,131.4,116.8,1484.0,22.01,3.478,4.19,0.414,36.1,양품
LOT-2026-1216,2026-08-04 14:30:00,3호기,주간,131.6,117.9,1514.0,21.07,3.519,4.2,0.425,47.9,양품
LOT-2026-1216,2026-08-04 14:33:00,4호기,주간,135.0,115.2,1442.0,20.9,3.493,4.189,0.433,24.1,양품
LOT-2026-1216,2026-08-04 14:36:00,1호기,주간,132.1,116.9,1447.0,21.34,3.417,4.181,0.423,47.2,양품
LOT-2026-1216,2026-08-04 14:39:00,2호기,주간,130.1,117.4,1469.0,18.64,3.559,4.183,0.429,24.8,불량
LOT-2026-1216,2026-08-04 14:42:00,3호기,주간,131.0,118.6,1377.0,20.81,3.449,4.185,0.449,24.6,양품
LOT-2026-1216,2026-08-04 14:45:00,4호기,주간,128.6,114.4,1541.0,21.36,3.537,4.188,0.424,48.6,양품
LOT-2026-1216,2026-08-04 14:48:00,1호기,주간,129.0,117.9,1522.0,21.57,3.5,4.185,0.427,48.6,양품
LOT-2026-1216,2026-08-04 14:51:00,2호기,주간,132.1,114.5,1420.0,21.0,3.579,4.198,0.413,24.3,양품
LOT-2026-1216,2026-08-04 14:54:00,3호기,주간,130.9,116.7,1434.0,20.48,3.544,4.198,0.447,24.2,불량
LOT-2026-1216,2026-08-04 14:57:00,4호기,주간,129.3,119.6,1448.0,21.37,3.439,4.197,0.439,35.6,양품
LOT-2026-1216,2026-08-04 15:00:00,1호기,주간,132.5,117.5,1434.0,21.87,3.479,4.209,0.421,48.2,양품
LOT-2026-1216,2026-08-04 15:03:00,2호기,주간,135.2,116.8,1602.0,20.54,3.51,4.192,0.439,24.0,양품
LOT-2026-1216,2026-08-04 15:06:00,3호기,주간,131.1,117.6,1456.0,21.01,3.471,4.201,0.429,47.5,양품
LOT-2026-1216,2026-08-04 15:09:00,4호기,주간,129.5,116.6,1485.0,21.3,3.492,4.192,0.399,23.7,양품
LOT-2026-1216,2026-08-04 15:12:00,1호기,주간,130.1,118.2,1473.0,19.97,3.49,4.191,0.411,35.3,불량
LOT-2026-1216,2026-08-04 15:15:00,2호기,주간,135.5,121.2,1517.0,20.85,3.472,4.197,0.46,23.4,양품
LOT-2026-1216,2026-08-04 15:18:00,3호기,주간,131.5,117.8,1403.0,21.71,3.512,4.177,0.408,23.3,양품
LOT-2026-1216,2026-08-04 15:21:00,4호기,주간,136.1,115.4,1321.0,21.52,3.466,4.202,0.43,35.5,양품
LOT-2026-1216,2026-08-04 15:24:00,1호기,주간,132.8,123.3,1431.0,21.47,3.498,4.203,0.402,47.6,양품
LOT-2026-1216,2026-08-04 15:27:00,2호기,주간,132.8,115.9,1536.0,21.39,3.575,4.179,0.404,24.3,양품
LOT-2026-1216,2026-08-04 15:30:00,3호기,주간,130.3,118.9,1334.0,20.83,3.489,4.202,0.419,35.9,양품
